1 ,5.344291 ,51029816 ,4152
2 ,5.452847 ,55319844 ,4501
3 ,5.565111 ,55975412 ,4555
3 ,5.000225 ,57467784 ,4676
5 ,5.594089 ,58201900 ,4736
6 ,5.482896 ,54381298 ,4425
7 ,4.736712 ,55664138 ,4529
8 ,5.452880 ,49264101 ,4009
9 ,5.398574 ,52823303 ,4298
10 ,5.375236 ,53754940 ,4374
11 ,5.395968 ,52270622 ,4253
12 ,4.850251 ,51822459 ,4217
13 ,5.517805 ,53245659 ,4333
14 ,5.496747 ,51533342 ,4193
15 ,4.977309 ,36896900 ,3002
16 ,5.314045 ,52010044 ,4232
17 ,5.189147 ,47406359 ,3857
18 ,5.211491 ,59003624 ,4801
19 ,5.536643 ,59536413 ,4845
