1 ,5.857963 ,35263903 ,5739
2 ,5.775906 ,38717827 ,6301
3 ,5.837042 ,29369316 ,4780
4 ,6.005683 ,20804230 ,3386
5 ,5.970779 ,26004803 ,4232
6 ,5.850738 ,15273153 ,2485
7 ,5.678953 ,11415381 ,1857
8 ,5.756516 ,27885568 ,4538
9 ,5.777048 ,28903936 ,4704
10 ,5.674711 ,28949845 ,4711
11 ,5.872132 ,25940300 ,4222
12 ,5.628191 ,41906176 ,6820
13 ,5.629901 ,40773866 ,6636
14 ,5.851622 ,30805849 ,5013
15 ,5.763761 ,19342165 ,3148
16 ,5.573016 ,27017625 ,4397
17 ,5.866996 ,25748341 ,4190
18 ,5.565343 ,27664676 ,4502
19 ,5.755599 ,27755861 ,4517
20 ,5.617674 ,26664106 ,4339
21 ,5.687188 ,25670997 ,4178
22 ,5.690129 ,28564138 ,4649
23 ,5.412245 ,25681920 ,4180
24 ,5.592857 ,26007200 ,4232
25 ,5.589198 ,38967808 ,6342
26 ,5.743520 ,25548288 ,4158
27 ,5.703251 ,29124949 ,4740
28 ,5.911371 ,27774922 ,4520
29 ,5.749672 ,38262673 ,6227
30 ,5.771845 ,36584277 ,5954
31 ,5.964180 ,26312165 ,4282
32 ,5.876570 ,27650656 ,4500
33 ,5.909850 ,20288134 ,3302
34 ,5.995165 ,13815269 ,2248
35 ,5.606608 ,17874944 ,2909
36 ,6.091002 ,19891038 ,3237
37 ,6.082572 ,22290917 ,3628
38 ,6.022966 ,18270477 ,2973
